id	text	label
2131	If your treated like a puppet find a new ball of string	philosophy
2132	... a man doesn't like to have his ego popped, especially when he prides himself on his sagacity, and then to be proved wrong by a man who claims he doesn't know anything.	sarcasm
2133	One word can change your life forever.  I love you I hate you  Think about it	philosophy
2134	To sum it all up, the [Ayn] Rand belief system looks like this: 1. Facts are facts: things can be absolutely right or absolutely wrong, as determined by reason. 2. According to my reasoning, I am absolutely right. 3. Charity is immoral. 4. Pay for your own fucking schools.	philosophy
2135	I don't need you to tell me I'm not well, though I don't really know what's wrong with me; I think I'm five times healthier than you are.	sarcasm
2136	The best way to transform a society is to empower the women of that society.	philosophy
2137	"Pactum serva"" - ""Keep the faith"	philosophy
2138	Miss Abbott, don't worry over me. Some people are born not to do things. I'm one of them.	philosophy
2139	On a grander scale, when a society segregates itself, the consequences affect the economy, the emotions, and the ecology. That's one reason why it's easy for pro-lifers to eat factory-raised animals that disrespect everything sacred about creation. And that is why it's easy for rabid environmentalists to hate chainsaws even though they snuggle into a mattress supported by a black walnut bedstead.	philosophy
2140	The universe danced towards life. Life was a remarkably common commodity. Anything sufficiently complicated seemed to get cut in for some, in the same way that anything massive enough got a generous helping of gravity. The universe had a definite tendency towards awareness. This suggested a certain subtle cruelty woven into the very fabric of space-time.	philosophy
2141	Pretend you are foolish to the foolish, and be yourself when you are alone or with others like you, because if you take the foolish seriously as your friend, you might be a fool yourself.	philosophy
2142	Health is the natural condition. When sickness occurs, it is a sign that Nature has gone off course because of a physical or mental imbalance. The road to health for everyone is through moderation, harmony, and a 'sound mind in a sound body'.	philosophy
2143	I must say a word about fear. It is life's only true opponent. Only fear can defeat life. It is a clever, treacherous adversary, how well I know. It has no decency, respects no law or convention, shows no mercy. It goes for your weakest spot, which it finds with unnerving ease. It begins in your mind, always ... so you must fight hard to express it. You must fight hard to shine the light of words upon it. Because if you don't, if your fear becomes a wordless darkness that you avoid, perhaps even manage to forget, you open yourself to further attacks of fear because you never truly fought the opponent who defeated you.	philosophy
2144	Give the pupils something to do, not something to learn; and the doing is of such a nature as to demand thinking; learning naturally results.	philosophy
2145	În clipa când ți se impune să nu te gândești la un lucru, te vei gândi doar la el, obsesiv. Interdicția devine obligație.	philosophy
2146	Body is a home, a prison and a grave.	philosophy
2147	"The Game Is Afoot  God's buried eight jewels within my soul. Life's game is, 'Remove each gem, yet find me whole.' The clue is, ""Eight is one, and one is eight, no jewel's more precious, all equally great."	philosophy
2148	If you are a writer and you write/understand sarcasm please be thankful to the government and the masses. Without their hard work and supreme idiotism it wouldn't have been possible. You owe them the brutal sarcasm, they've earned it!	sarcasm
